普通小怪10000+ 普通精英30000+ 普通boss50000+ 精英XX100000+ 魔王XX200000+,角色ID,角色名,描述,动作,数据,半身像,"头像=INDEX([头像与BOSS对应关系.xlsx]Sheet1!$B:$B,MATCH(E3,[头像与BOSS对应关系.xlsx]Sheet1!$C:$C,0),0)",属性模版ID,AI ID,重量,跳跃,速度,击退次数保护,浮空次数保护,重量增加极限,不能浮空,击杀掉落,"符号显示高度=INDEX('[boss小怪身高.xlsx]Sheet1'!$B:$B,MATCH(E3,'[boss小怪身高.xlsx]Sheet1'!$A:$A,0),0)"
,40007375,,,,,,,,,,,,,,,,,
,40007376,,,,,,,,,,,,,,,,,
,40007381,,,,,,,,,,,,,,,,,
,40007382,,,,,,,,,,,,,,,,,
,40007383,,,,,,,,,,,,,,,,,
,40007384,,,,,,,,,,,,,,,,,
,40007385,,,,,,,,,,,,,,,,,
,40007386,,,,,,,,,,,,,,,,,
,40007391,,,,,,,,,,,,,,,,,
,40007392,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007411,,,,,,,,,,,,,,,,,
,40007412,,,,,,,,,,,,,,,,,
,40007413,,,,,,,,,,,,,,,,,
,40007414,,,,,,,,,,,,,,,,,
,40007415,,,,,,,,,,,,,,,,,
,40007416,,,,,,,,,,,,,,,,,
,40007471,,,,,,,,,,,,,,,,,
,40007472,,,,,,,,,,,,,,,,,
,40007473,,,,,,,,,,,,,,,,,
,40007474,,,,,,,,,,,,,,,,,
,40007475,,,,,,,,,,,,,,,,,
,40007476,,,,,,,,,,,,,,,,,
,40007481,,,,,,,,,,,,,,,,,
,40007482,,,,,,,,,,,,,,,,,
,40007483,,,,,,,,,,,,,,,,,
,40007484,,,,,,,,,,,,,,,,,
,40007485,,,,,,,,,,,,,,,,,
,40007486,,,,,,,,,,,,,,,,,
,40007491,,,,,,,,,,,,,,,,,
,40007492,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007511,,,,,,,,,,,,,,,,,
,40007512,,,,,,,,,,,,,,,,,
,40007513,,,,,,,,,,,,,,,,,
,40007514,,,,,,,,,,,,,,,,,
,40007515,,,,,,,,,,,,,,,,,
,40007516,,,,,,,,,,,,,,,,,
,40007571,,,,,,,,,,,,,,,,,
,40007572,,,,,,,,,,,,,,,,,
,40007573,,,,,,,,,,,,,,,,,
,40007574,,,,,,,,,,,,,,,,,
,40007575,,,,,,,,,,,,,,,,,
,40007576,,,,,,,,,,,,,,,,,
,40007581,,,,,,,,,,,,,,,,,
,40007582,,,,,,,,,,,,,,,,,
,40007583,,,,,,,,,,,,,,,,,
,40007584,,,,,,,,,,,,,,,,,
,40007585,,,,,,,,,,,,,,,,,
,40007586,,,,,,,,,,,,,,,,,
,40007591,,,,,,,,,,,,,,,,,
,40007592,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007611,,,,,,,,,,,,,,,,,
,40007612,,,,,,,,,,,,,,,,,
,40007613,,,,,,,,,,,,,,,,,
,40007614,,,,,,,,,,,,,,,,,
,40007615,,,,,,,,,,,,,,,,,
,40007616,,,,,,,,,,,,,,,,,
,40007671,,,,,,,,,,,,,,,,,
,40007672,,,,,,,,,,,,,,,,,
,40007673,,,,,,,,,,,,,,,,,
,40007674,,,,,,,,,,,,,,,,,
,40007675,,,,,,,,,,,,,,,,,
,40007676,,,,,,,,,,,,,,,,,
,40007681,,,,,,,,,,,,,,,,,
,40007682,,,,,,,,,,,,,,,,,
,40007683,,,,,,,,,,,,,,,,,
,40007684,,,,,,,,,,,,,,,,,
,40007685,,,,,,,,,,,,,,,,,
,40007686,,,,,,,,,,,,,,,,,
,40007691,,,,,,,,,,,,,,,,,
,40007692,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007711,,,,,,,,,,,,,,,,,
,40007712,,,,,,,,,,,,,,,,,
,40007713,,,,,,,,,,,,,,,,,
,40007714,,,,,,,,,,,,,,,,,
,40007715,,,,,,,,,,,,,,,,,
,40007716,,,,,,,,,,,,,,,,,
,40007771,,,,,,,,,,,,,,,,,
,40007772,,,,,,,,,,,,,,,,,
,40007773,,,,,,,,,,,,,,,,,
,40007774,,,,,,,,,,,,,,,,,
,40007775,,,,,,,,,,,,,,,,,
,40007776,,,,,,,,,,,,,,,,,
,40007781,,,,,,,,,,,,,,,,,
,40007782,,,,,,,,,,,,,,,,,
,40007783,,,,,,,,,,,,,,,,,
,40007784,,,,,,,,,,,,,,,,,
,40007785,,,,,,,,,,,,,,,,,
,40007786,,,,,,,,,,,,,,,,,
,40007791,,,,,,,,,,,,,,,,,
,40007792,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007811,,,,,,,,,,,,,,,,,
,40007812,,,,,,,,,,,,,,,,,
,40007813,,,,,,,,,,,,,,,,,
,40007814,,,,,,,,,,,,,,,,,
,40007815,,,,,,,,,,,,,,,,,
,40007816,,,,,,,,,,,,,,,,,
,40007871,,,,,,,,,,,,,,,,,
,40007872,,,,,,,,,,,,,,,,,
,40007873,,,,,,,,,,,,,,,,,
,40007874,,,,,,,,,,,,,,,,,
,40007875,,,,,,,,,,,,,,,,,
,40007876,,,,,,,,,,,,,,,,,
,40007881,,,,,,,,,,,,,,,,,
,40007882,,,,,,,,,,,,,,,,,
,40007883,,,,,,,,,,,,,,,,,
,40007884,,,,,,,,,,,,,,,,,
,40007885,,,,,,,,,,,,,,,,,
,40007886,,,,,,,,,,,,,,,,,
,40007891,,,,,,,,,,,,,,,,,
,40007892,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40007911,,,,,,,,,,,,,,,,,
,40007912,,,,,,,,,,,,,,,,,
,40007913,,,,,,,,,,,,,,,,,
,40007914,,,,,,,,,,,,,,,,,
,40007915,,,,,,,,,,,,,,,,,
,40007916,,,,,,,,,,,,,,,,,
,40007971,,,,,,,,,,,,,,,,,
,40007972,,,,,,,,,,,,,,,,,
,40007973,,,,,,,,,,,,,,,,,
,40007974,,,,,,,,,,,,,,,,,
,40007975,,,,,,,,,,,,,,,,,
,40007976,,,,,,,,,,,,,,,,,
,40007981,,,,,,,,,,,,,,,,,
,40007982,,,,,,,,,,,,,,,,,
,40007983,,,,,,,,,,,,,,,,,
,40007984,,,,,,,,,,,,,,,,,
,40007985,,,,,,,,,,,,,,,,,
,40007986,,,,,,,,,,,,,,,,,
,40007991,,,,,,,,,,,,,,,,,
,40007992,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008011,,,,,,,,,,,,,,,,,
,40008012,,,,,,,,,,,,,,,,,
,40008013,,,,,,,,,,,,,,,,,
,40008014,,,,,,,,,,,,,,,,,
,40008015,,,,,,,,,,,,,,,,,
,40008016,,,,,,,,,,,,,,,,,
,40008071,,,,,,,,,,,,,,,,,
,40008072,,,,,,,,,,,,,,,,,
,40008073,,,,,,,,,,,,,,,,,
,40008074,,,,,,,,,,,,,,,,,
,40008075,,,,,,,,,,,,,,,,,
,40008076,,,,,,,,,,,,,,,,,
,40008081,,,,,,,,,,,,,,,,,
,40008082,,,,,,,,,,,,,,,,,
,40008083,,,,,,,,,,,,,,,,,
,40008084,,,,,,,,,,,,,,,,,
,40008085,,,,,,,,,,,,,,,,,
,40008086,,,,,,,,,,,,,,,,,
,40008091,,,,,,,,,,,,,,,,,
,40008092,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008111,,,,,,,,,,,,,,,,,
,40008112,,,,,,,,,,,,,,,,,
,40008113,,,,,,,,,,,,,,,,,
,40008114,,,,,,,,,,,,,,,,,
,40008115,,,,,,,,,,,,,,,,,
,40008116,,,,,,,,,,,,,,,,,
,40008171,,,,,,,,,,,,,,,,,
,40008172,,,,,,,,,,,,,,,,,
,40008173,,,,,,,,,,,,,,,,,
,40008174,,,,,,,,,,,,,,,,,
,40008175,,,,,,,,,,,,,,,,,
,40008176,,,,,,,,,,,,,,,,,
,40008181,,,,,,,,,,,,,,,,,
,40008182,,,,,,,,,,,,,,,,,
,40008183,,,,,,,,,,,,,,,,,
,40008184,,,,,,,,,,,,,,,,,
,40008185,,,,,,,,,,,,,,,,,
,40008186,,,,,,,,,,,,,,,,,
,40008191,,,,,,,,,,,,,,,,,
,40008192,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008211,,,,,,,,,,,,,,,,,
,40008212,,,,,,,,,,,,,,,,,
,40008213,,,,,,,,,,,,,,,,,
,40008214,,,,,,,,,,,,,,,,,
,40008215,,,,,,,,,,,,,,,,,
,40008216,,,,,,,,,,,,,,,,,
,40008271,,,,,,,,,,,,,,,,,
,40008272,,,,,,,,,,,,,,,,,
,40008273,,,,,,,,,,,,,,,,,
,40008274,,,,,,,,,,,,,,,,,
,40008275,,,,,,,,,,,,,,,,,
,40008276,,,,,,,,,,,,,,,,,
,40008281,,,,,,,,,,,,,,,,,
,40008282,,,,,,,,,,,,,,,,,
,40008283,,,,,,,,,,,,,,,,,
,40008284,,,,,,,,,,,,,,,,,
,40008285,,,,,,,,,,,,,,,,,
,40008286,,,,,,,,,,,,,,,,,
,40008291,,,,,,,,,,,,,,,,,
,40008292,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008311,,,,,,,,,,,,,,,,,
,40008312,,,,,,,,,,,,,,,,,
,40008313,,,,,,,,,,,,,,,,,
,40008314,,,,,,,,,,,,,,,,,
,40008315,,,,,,,,,,,,,,,,,
,40008316,,,,,,,,,,,,,,,,,
,40008371,,,,,,,,,,,,,,,,,
,40008372,,,,,,,,,,,,,,,,,
,40008373,,,,,,,,,,,,,,,,,
,40008374,,,,,,,,,,,,,,,,,
,40008375,,,,,,,,,,,,,,,,,
,40008376,,,,,,,,,,,,,,,,,
,40008381,,,,,,,,,,,,,,,,,
,40008382,,,,,,,,,,,,,,,,,
,40008383,,,,,,,,,,,,,,,,,
,40008384,,,,,,,,,,,,,,,,,
,40008385,,,,,,,,,,,,,,,,,
,40008386,,,,,,,,,,,,,,,,,
,40008391,,,,,,,,,,,,,,,,,
,40008392,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008411,,,,,,,,,,,,,,,,,
,40008412,,,,,,,,,,,,,,,,,
,40008413,,,,,,,,,,,,,,,,,
,40008414,,,,,,,,,,,,,,,,,
,40008415,,,,,,,,,,,,,,,,,
,40008416,,,,,,,,,,,,,,,,,
,40008471,,,,,,,,,,,,,,,,,
,40008472,,,,,,,,,,,,,,,,,
,40008473,,,,,,,,,,,,,,,,,
,40008474,,,,,,,,,,,,,,,,,
,40008475,,,,,,,,,,,,,,,,,
,40008476,,,,,,,,,,,,,,,,,
,40008481,,,,,,,,,,,,,,,,,
,40008482,,,,,,,,,,,,,,,,,
,40008483,,,,,,,,,,,,,,,,,
,40008484,,,,,,,,,,,,,,,,,
,40008485,,,,,,,,,,,,,,,,,
,40008486,,,,,,,,,,,,,,,,,
,40008491,,,,,,,,,,,,,,,,,
,40008492,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008511,,,,,,,,,,,,,,,,,
,40008512,,,,,,,,,,,,,,,,,
,40008513,,,,,,,,,,,,,,,,,
,40008514,,,,,,,,,,,,,,,,,
,40008515,,,,,,,,,,,,,,,,,
,40008516,,,,,,,,,,,,,,,,,
,40008571,,,,,,,,,,,,,,,,,
,40008572,,,,,,,,,,,,,,,,,
,40008573,,,,,,,,,,,,,,,,,
,40008574,,,,,,,,,,,,,,,,,
,40008575,,,,,,,,,,,,,,,,,
,40008576,,,,,,,,,,,,,,,,,
,40008581,,,,,,,,,,,,,,,,,
,40008582,,,,,,,,,,,,,,,,,
,40008583,,,,,,,,,,,,,,,,,
,40008584,,,,,,,,,,,,,,,,,
,40008585,,,,,,,,,,,,,,,,,
,40008586,,,,,,,,,,,,,,,,,
,40008591,,,,,,,,,,,,,,,,,
,40008592,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008611,,,,,,,,,,,,,,,,,
,40008612,,,,,,,,,,,,,,,,,
,40008613,,,,,,,,,,,,,,,,,
,40008614,,,,,,,,,,,,,,,,,
,40008615,,,,,,,,,,,,,,,,,
,40008616,,,,,,,,,,,,,,,,,
,40008671,,,,,,,,,,,,,,,,,
,40008672,,,,,,,,,,,,,,,,,
,40008673,,,,,,,,,,,,,,,,,
,40008674,,,,,,,,,,,,,,,,,
,40008675,,,,,,,,,,,,,,,,,
,40008676,,,,,,,,,,,,,,,,,
,40008681,,,,,,,,,,,,,,,,,
,40008682,,,,,,,,,,,,,,,,,
,40008683,,,,,,,,,,,,,,,,,
,40008684,,,,,,,,,,,,,,,,,
,40008685,,,,,,,,,,,,,,,,,
,40008686,,,,,,,,,,,,,,,,,
,40008691,,,,,,,,,,,,,,,,,
,40008692,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008711,,,,,,,,,,,,,,,,,
,40008712,,,,,,,,,,,,,,,,,
,40008713,,,,,,,,,,,,,,,,,
,40008714,,,,,,,,,,,,,,,,,
,40008715,,,,,,,,,,,,,,,,,
,40008716,,,,,,,,,,,,,,,,,
,40008771,,,,,,,,,,,,,,,,,
,40008772,,,,,,,,,,,,,,,,,
,40008773,,,,,,,,,,,,,,,,,
,40008774,,,,,,,,,,,,,,,,,
,40008775,,,,,,,,,,,,,,,,,
,40008776,,,,,,,,,,,,,,,,,
,40008781,,,,,,,,,,,,,,,,,
,40008782,,,,,,,,,,,,,,,,,
,40008783,,,,,,,,,,,,,,,,,
,40008784,,,,,,,,,,,,,,,,,
,40008785,,,,,,,,,,,,,,,,,
,40008786,,,,,,,,,,,,,,,,,
,40008791,,,,,,,,,,,,,,,,,
,40008792,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008811,,,,,,,,,,,,,,,,,
,40008812,,,,,,,,,,,,,,,,,
,40008813,,,,,,,,,,,,,,,,,
,40008814,,,,,,,,,,,,,,,,,
,40008815,,,,,,,,,,,,,,,,,
,40008816,,,,,,,,,,,,,,,,,
,40008871,,,,,,,,,,,,,,,,,
,40008872,,,,,,,,,,,,,,,,,
,40008873,,,,,,,,,,,,,,,,,
,40008874,,,,,,,,,,,,,,,,,
,40008875,,,,,,,,,,,,,,,,,
,40008876,,,,,,,,,,,,,,,,,
,40008881,,,,,,,,,,,,,,,,,
,40008882,,,,,,,,,,,,,,,,,
,40008883,,,,,,,,,,,,,,,,,
,40008884,,,,,,,,,,,,,,,,,
,40008885,,,,,,,,,,,,,,,,,
,40008886,,,,,,,,,,,,,,,,,
,40008891,,,,,,,,,,,,,,,,,
,40008892,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40008911,,,,,,,,,,,,,,,,,
,40008912,,,,,,,,,,,,,,,,,
,40008913,,,,,,,,,,,,,,,,,
,40008914,,,,,,,,,,,,,,,,,
,40008915,,,,,,,,,,,,,,,,,
,40008916,,,,,,,,,,,,,,,,,
,40008971,,,,,,,,,,,,,,,,,
,40008972,,,,,,,,,,,,,,,,,
,40008973,,,,,,,,,,,,,,,,,
,40008974,,,,,,,,,,,,,,,,,
,40008975,,,,,,,,,,,,,,,,,
,40008976,,,,,,,,,,,,,,,,,
,40008981,,,,,,,,,,,,,,,,,
,40008982,,,,,,,,,,,,,,,,,
,40008983,,,,,,,,,,,,,,,,,
,40008984,,,,,,,,,,,,,,,,,
,40008985,,,,,,,,,,,,,,,,,
,40008986,,,,,,,,,,,,,,,,,
,40008991,,,,,,,,,,,,,,,,,
,40008992,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009011,,,,,,,,,,,,,,,,,
,40009012,,,,,,,,,,,,,,,,,
,40009013,,,,,,,,,,,,,,,,,
,40009014,,,,,,,,,,,,,,,,,
,40009015,,,,,,,,,,,,,,,,,
,40009016,,,,,,,,,,,,,,,,,
,40009071,,,,,,,,,,,,,,,,,
,40009072,,,,,,,,,,,,,,,,,
,40009073,,,,,,,,,,,,,,,,,
,40009074,,,,,,,,,,,,,,,,,
,40009075,,,,,,,,,,,,,,,,,
,40009076,,,,,,,,,,,,,,,,,
,40009081,,,,,,,,,,,,,,,,,
,40009082,,,,,,,,,,,,,,,,,
,40009083,,,,,,,,,,,,,,,,,
,40009084,,,,,,,,,,,,,,,,,
,40009085,,,,,,,,,,,,,,,,,
,40009086,,,,,,,,,,,,,,,,,
,40009091,,,,,,,,,,,,,,,,,
,40009092,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009111,,,,,,,,,,,,,,,,,
,40009112,,,,,,,,,,,,,,,,,
,40009113,,,,,,,,,,,,,,,,,
,40009114,,,,,,,,,,,,,,,,,
,40009115,,,,,,,,,,,,,,,,,
,40009116,,,,,,,,,,,,,,,,,
,40009171,,,,,,,,,,,,,,,,,
,40009172,,,,,,,,,,,,,,,,,
,40009173,,,,,,,,,,,,,,,,,
,40009174,,,,,,,,,,,,,,,,,
,40009175,,,,,,,,,,,,,,,,,
,40009176,,,,,,,,,,,,,,,,,
,40009181,,,,,,,,,,,,,,,,,
,40009182,,,,,,,,,,,,,,,,,
,40009183,,,,,,,,,,,,,,,,,
,40009184,,,,,,,,,,,,,,,,,
,40009185,,,,,,,,,,,,,,,,,
,40009186,,,,,,,,,,,,,,,,,
,40009191,,,,,,,,,,,,,,,,,
,40009192,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009211,,,,,,,,,,,,,,,,,
,40009212,,,,,,,,,,,,,,,,,
,40009213,,,,,,,,,,,,,,,,,
,40009214,,,,,,,,,,,,,,,,,
,40009215,,,,,,,,,,,,,,,,,
,40009216,,,,,,,,,,,,,,,,,
,40009271,,,,,,,,,,,,,,,,,
,40009272,,,,,,,,,,,,,,,,,
,40009273,,,,,,,,,,,,,,,,,
,40009274,,,,,,,,,,,,,,,,,
,40009275,,,,,,,,,,,,,,,,,
,40009276,,,,,,,,,,,,,,,,,
,40009281,,,,,,,,,,,,,,,,,
,40009282,,,,,,,,,,,,,,,,,
,40009283,,,,,,,,,,,,,,,,,
,40009284,,,,,,,,,,,,,,,,,
,40009285,,,,,,,,,,,,,,,,,
,40009286,,,,,,,,,,,,,,,,,
,40009291,,,,,,,,,,,,,,,,,
,40009292,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009311,,,,,,,,,,,,,,,,,
,40009312,,,,,,,,,,,,,,,,,
,40009313,,,,,,,,,,,,,,,,,
,40009314,,,,,,,,,,,,,,,,,
,40009315,,,,,,,,,,,,,,,,,
,40009316,,,,,,,,,,,,,,,,,
,40009371,,,,,,,,,,,,,,,,,
,40009372,,,,,,,,,,,,,,,,,
,40009373,,,,,,,,,,,,,,,,,
,40009374,,,,,,,,,,,,,,,,,
,40009375,,,,,,,,,,,,,,,,,
,40009376,,,,,,,,,,,,,,,,,
,40009381,,,,,,,,,,,,,,,,,
,40009382,,,,,,,,,,,,,,,,,
,40009383,,,,,,,,,,,,,,,,,
,40009384,,,,,,,,,,,,,,,,,
,40009385,,,,,,,,,,,,,,,,,
,40009386,,,,,,,,,,,,,,,,,
,40009391,,,,,,,,,,,,,,,,,
,40009392,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009411,,,,,,,,,,,,,,,,,
,40009412,,,,,,,,,,,,,,,,,
,40009413,,,,,,,,,,,,,,,,,
,40009414,,,,,,,,,,,,,,,,,
,40009415,,,,,,,,,,,,,,,,,
,40009416,,,,,,,,,,,,,,,,,
,40009471,,,,,,,,,,,,,,,,,
,40009472,,,,,,,,,,,,,,,,,
,40009473,,,,,,,,,,,,,,,,,
,40009474,,,,,,,,,,,,,,,,,
,40009475,,,,,,,,,,,,,,,,,
,40009476,,,,,,,,,,,,,,,,,
,40009481,,,,,,,,,,,,,,,,,
,40009482,,,,,,,,,,,,,,,,,
,40009483,,,,,,,,,,,,,,,,,
,40009484,,,,,,,,,,,,,,,,,
,40009485,,,,,,,,,,,,,,,,,
,40009486,,,,,,,,,,,,,,,,,
,40009491,,,,,,,,,,,,,,,,,
,40009492,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009511,,,,,,,,,,,,,,,,,
,40009512,,,,,,,,,,,,,,,,,
,40009513,,,,,,,,,,,,,,,,,
,40009514,,,,,,,,,,,,,,,,,
,40009515,,,,,,,,,,,,,,,,,
,40009516,,,,,,,,,,,,,,,,,
,40009571,,,,,,,,,,,,,,,,,
,40009572,,,,,,,,,,,,,,,,,
,40009573,,,,,,,,,,,,,,,,,
,40009574,,,,,,,,,,,,,,,,,
,40009575,,,,,,,,,,,,,,,,,
,40009576,,,,,,,,,,,,,,,,,
,40009581,,,,,,,,,,,,,,,,,
,40009582,,,,,,,,,,,,,,,,,
,40009583,,,,,,,,,,,,,,,,,
,40009584,,,,,,,,,,,,,,,,,
,40009585,,,,,,,,,,,,,,,,,
,40009586,,,,,,,,,,,,,,,,,
,40009591,,,,,,,,,,,,,,,,,
,40009592,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009611,,,,,,,,,,,,,,,,,
,40009612,,,,,,,,,,,,,,,,,
,40009613,,,,,,,,,,,,,,,,,
,40009614,,,,,,,,,,,,,,,,,
,40009615,,,,,,,,,,,,,,,,,
,40009616,,,,,,,,,,,,,,,,,
,40009671,,,,,,,,,,,,,,,,,
,40009672,,,,,,,,,,,,,,,,,
,40009673,,,,,,,,,,,,,,,,,
,40009674,,,,,,,,,,,,,,,,,
,40009675,,,,,,,,,,,,,,,,,
,40009676,,,,,,,,,,,,,,,,,
,40009681,,,,,,,,,,,,,,,,,
,40009682,,,,,,,,,,,,,,,,,
,40009683,,,,,,,,,,,,,,,,,
,40009684,,,,,,,,,,,,,,,,,
,40009685,,,,,,,,,,,,,,,,,
,40009686,,,,,,,,,,,,,,,,,
,40009691,,,,,,,,,,,,,,,,,
,40009692,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009711,,,,,,,,,,,,,,,,,
,40009712,,,,,,,,,,,,,,,,,
,40009713,,,,,,,,,,,,,,,,,
,40009714,,,,,,,,,,,,,,,,,
,40009715,,,,,,,,,,,,,,,,,
,40009716,,,,,,,,,,,,,,,,,
,40009771,,,,,,,,,,,,,,,,,
,40009772,,,,,,,,,,,,,,,,,
,40009773,,,,,,,,,,,,,,,,,
,40009774,,,,,,,,,,,,,,,,,
,40009775,,,,,,,,,,,,,,,,,
,40009776,,,,,,,,,,,,,,,,,
,40009781,,,,,,,,,,,,,,,,,
,40009782,,,,,,,,,,,,,,,,,
,40009783,,,,,,,,,,,,,,,,,
,40009784,,,,,,,,,,,,,,,,,
,40009785,,,,,,,,,,,,,,,,,
,40009786,,,,,,,,,,,,,,,,,
,40009791,,,,,,,,,,,,,,,,,
,40009792,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009811,,,,,,,,,,,,,,,,,
,40009812,,,,,,,,,,,,,,,,,
,40009813,,,,,,,,,,,,,,,,,
,40009814,,,,,,,,,,,,,,,,,
,40009815,,,,,,,,,,,,,,,,,
,40009816,,,,,,,,,,,,,,,,,
,40009871,,,,,,,,,,,,,,,,,
,40009872,,,,,,,,,,,,,,,,,
,40009873,,,,,,,,,,,,,,,,,
,40009874,,,,,,,,,,,,,,,,,
,40009875,,,,,,,,,,,,,,,,,
,40009876,,,,,,,,,,,,,,,,,
,40009881,,,,,,,,,,,,,,,,,
,40009882,,,,,,,,,,,,,,,,,
,40009883,,,,,,,,,,,,,,,,,
,40009884,,,,,,,,,,,,,,,,,
,40009885,,,,,,,,,,,,,,,,,
,40009886,,,,,,,,,,,,,,,,,
,40009891,,,,,,,,,,,,,,,,,
,40009892,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40009911,,,,,,,,,,,,,,,,,
,40009912,,,,,,,,,,,,,,,,,
,40009913,,,,,,,,,,,,,,,,,
,40009914,,,,,,,,,,,,,,,,,
,40009915,,,,,,,,,,,,,,,,,
,40009916,,,,,,,,,,,,,,,,,
,40009971,,,,,,,,,,,,,,,,,
,40009972,,,,,,,,,,,,,,,,,
,40009973,,,,,,,,,,,,,,,,,
,40009974,,,,,,,,,,,,,,,,,
,40009975,,,,,,,,,,,,,,,,,
,40009976,,,,,,,,,,,,,,,,,
,40009981,,,,,,,,,,,,,,,,,
,40009982,,,,,,,,,,,,,,,,,
,40009983,,,,,,,,,,,,,,,,,
,40009984,,,,,,,,,,,,,,,,,
,40009985,,,,,,,,,,,,,,,,,
,40009986,,,,,,,,,,,,,,,,,
,40009991,,,,,,,,,,,,,,,,,
,40009992,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40010011,,,,,,,,,,,,,,,,,
,40010012,,,,,,,,,,,,,,,,,
,40010013,,,,,,,,,,,,,,,,,
,40010014,,,,,,,,,,,,,,,,,
,40010015,,,,,,,,,,,,,,,,,
,40010016,,,,,,,,,,,,,,,,,
,40010071,,,,,,,,,,,,,,,,,
,40010072,,,,,,,,,,,,,,,,,
,40010073,,,,,,,,,,,,,,,,,
,40010074,,,,,,,,,,,,,,,,,
,40010075,,,,,,,,,,,,,,,,,
,40010076,,,,,,,,,,,,,,,,,
,40010081,,,,,,,,,,,,,,,,,
,40010082,,,,,,,,,,,,,,,,,
,40010083,,,,,,,,,,,,,,,,,
,40010084,,,,,,,,,,,,,,,,,
,40010085,,,,,,,,,,,,,,,,,
,40010086,,,,,,,,,,,,,,,,,
,40010091,,,,,,,,,,,,,,,,,
,40010092,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40010111,,,,,,,,,,,,,,,,,
,40010112,,,,,,,,,,,,,,,,,
,40010113,,,,,,,,,,,,,,,,,
,40010114,,,,,,,,,,,,,,,,,
,40010115,,,,,,,,,,,,,,,,,
,40010116,,,,,,,,,,,,,,,,,
,40010171,,,,,,,,,,,,,,,,,
,40010172,,,,,,,,,,,,,,,,,
,40010173,,,,,,,,,,,,,,,,,
,40010174,,,,,,,,,,,,,,,,,
,40010175,,,,,,,,,,,,,,,,,
,40010176,,,,,,,,,,,,,,,,,
,40010181,,,,,,,,,,,,,,,,,
,40010182,,,,,,,,,,,,,,,,,
,40010183,,,,,,,,,,,,,,,,,
,40010184,,,,,,,,,,,,,,,,,
,40010185,,,,,,,,,,,,,,,,,
,40010186,,,,,,,,,,,,,,,,,
,40010191,,,,,,,,,,,,,,,,,
,40010192,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40010211,,,,,,,,,,,,,,,,,
,40010212,,,,,,,,,,,,,,,,,
,40010213,,,,,,,,,,,,,,,,,
,40010214,,,,,,,,,,,,,,,,,
,40010215,,,,,,,,,,,,,,,,,
,40010216,,,,,,,,,,,,,,,,,
,40010271,,,,,,,,,,,,,,,,,
,40010272,,,,,,,,,,,,,,,,,
,40010273,,,,,,,,,,,,,,,,,
,40010274,,,,,,,,,,,,,,,,,
,40010275,,,,,,,,,,,,,,,,,
,40010276,,,,,,,,,,,,,,,,,
,40010281,,,,,,,,,,,,,,,,,
,40010282,,,,,,,,,,,,,,,,,
,40010283,,,,,,,,,,,,,,,,,
,40010284,,,,,,,,,,,,,,,,,
,40010285,,,,,,,,,,,,,,,,,
,40010286,,,,,,,,,,,,,,,,,
,40010291,,,,,,,,,,,,,,,,,
,40010292,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,40010311,,,,,,,,,,,,,,,,,
,40010312,,,,,,,,,,,,,,,,,
,40010313,,,,,,,,,,,,,,,,,
,40010314,,,,,,,,,,,,,,,,,
,40010315,,,,,,,,,,,,,,,,,
,40010316,,,,,,,,,,,,,,,,,
,40010371,,,,,,,,,,,,,,,,,
